Record,Date,TIMEVALUE,Serial Time,Time Test,Temp (F),Temp (C ),dew_pt,hum,Wind Speed (mph),Wind Speed (m/s),Vh,Power Generation,KWH,Capacity Factor,wind_gust,dir,vis,pressure,wind_chill,heat_index,precip,precip_rate,precip_total,Weather Condition,fog,rain,snow,hail,thunder,tornado,Condition
4650,7/12/2016 17:51,5:51:00 PM,3677507460,1,75.9,24.39,63,64,20.7,9.25,18.46,2000000,2000,1,NA,South,10,30.09,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4651,7/12/2016 18:51,6:51:00 PM,3677511060,1,75,23.89,64.9,71,19.6,8.76,17.48,2000000,2000,1,27.6,South,10,30.08,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4652,7/12/2016 19:51,7:51:00 PM,3677514660,1,73.9,23.28,68,82,17.3,7.73,15.43,2000000,2000,1,NA,South,10,30.07,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4653,7/12/2016 20:51,8:51:00 PM,3677518260,1,73,22.78,68,84,16.1,7.2,14.36,2000000,2000,1,NA,South,10,30.06,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4654,7/12/2016 21:51,9:51:00 PM,3677521860,1,73,22.78,68,84,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,South,10,30.09,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4655,7/12/2016 22:51,10:51:00 PM,3677525460,1,73,22.78,66.9,81,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,South,10,30.09,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4663,7/13/2016 6:51,6:51:00 AM,3677554260,1,72,22.22,66.9,84,6.9,3.08,6.15,269817.08,269.82,0.13,NA,South,10,30.09,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4665,7/13/2016 8:51,8:51:00 AM,3677561460,1,75,23.89,70,84,8.1,3.62,7.22,436492.95,436.49,0.22,NA,South,10,30.1,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4666,7/13/2016 9:51,9:51:00 AM,3677565060,1,75.9,24.39,71.1,85,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,30.1,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4667,7/13/2016 10:51,10:51:00 AM,3677568660,1,78.1,25.61,68,71,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,South,10,30.1,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4668,7/13/2016 11:51,11:51:00 AM,3677572260,1,80.1,26.72,68,67,13.8,6.17,12.31,2000000,2000,1,NA,South,10,30.1,NA,82.7,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4669,7/13/2016 12:51,12:51:00 PM,3677575860,1,81,27.22,68,65,16.1,7.2,14.36,2000000,2000,1,NA,South,10,30.09,NA,83.8,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4670,7/13/2016 13:51,1:51:00 PM,3677579460,1,80.1,26.72,68,67,18.4,8.23,16.41,2000000,2000,1,NA,South,10,30.08,NA,82.7,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4671,7/13/2016 14:51,2:51:00 PM,3677583060,1,79,26.11,66.9,66,17.3,7.73,15.43,2000000,2000,1,NA,South,10,30.07,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4672,7/13/2016 15:51,3:51:00 PM,3677586660,1,80.1,26.72,64.9,60,17.3,7.73,15.43,2000000,2000,1,26.5,South,10,30.07,NA,81.9,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4673,7/13/2016 16:51,4:51:00 PM,3677590260,1,77,25,66.9,71,15,6.71,13.38,2000000,2000,1,NA,South,10,30.07,NA,NA,0,NA,NA,Light Rain,0,1,0,0,0,0,5
4674,7/13/2016 17:51,5:51:00 PM,3677593860,1,77,25,66.9,71,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,30.04,NA,NA,0,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4675,7/13/2016 18:51,6:51:00 PM,3677597460,1,77,25,68,74,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,30.03,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4683,7/14/2016 2:51,2:51:00 AM,3677626260,1,75,23.89,73,94,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,29.99,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4684,7/14/2016 3:51,3:51:00 AM,3677629860,1,75,23.89,73,94,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,29.98,NA,NA,0,NA,NA,Overcast,0,0,0,0,0,0,5
4685,7/14/2016 4:51,4:51:00 AM,3677633460,1,75,23.89,73,94,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,South,10,29.98,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4688,7/14/2016 7:51,7:51:00 AM,3677644260,1,75.9,24.39,73,91,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,South,7,29.94,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4689,7/14/2016 8:51,8:51:00 AM,3677647860,1,77,25,73.9,90,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,South,3,29.95,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4691,7/14/2016 10:51,10:51:00 AM,3677655060,1,81,27.22,75.9,85,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,29.94,NA,87.3,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4693,7/14/2016 12:51,12:51:00 PM,3677662260,1,82,27.78,77,85,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,South,10,29.91,NA,90.2,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4694,7/14/2016 13:51,1:51:00 PM,3677665860,1,82,27.78,77,85,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,29.88,NA,90.2,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4695,7/14/2016 14:51,2:51:00 PM,3677669460,1,84,28.89,77,79,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,South,10,29.85,NA,93.7,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4696,7/14/2016 15:51,3:51:00 PM,3677673060,1,84.9,29.39,75,72,19.6,8.76,17.48,2000000,2000,1,27.6,South,10,29.83,NA,93.3,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4704,7/14/2016 23:51,11:51:00 PM,3677701860,1,79,26.11,73.9,84,6.9,3.08,6.15,269817.08,269.82,0.13,NA,South,10,29.83,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0,1
4742,7/16/2016 13:51,1:51:00 PM,3677838660,1,86,30,64.9,49,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,30.04,NA,87.6,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4743,7/16/2016 14:51,2:51:00 PM,3677842260,1,87.1,30.61,62.1,43,9.2,4.11,8.21,639566.42,639.57,0.32,NA,South,10,30.02,NA,87.5,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4744,7/16/2016 15:51,3:51:00 PM,3677845860,1,82.9,28.28,68,60,13.8,6.17,12.31,2000000,2000,1,NA,South,10,30.03,NA,85.8,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4746,7/16/2016 17:51,5:51:00 PM,3677853060,1,78.1,25.61,70,76,16.1,7.2,14.36,2000000,2000,1,NA,South,10,30.04,NA,NA,0.02,NA,NA,Light Rain,0,1,0,0,0,0,5
4747,7/16/2016 18:51,6:51:00 PM,3677856660,1,78.1,25.61,68,71,17.3,7.73,15.43,2000000,2000,1,NA,South,10,30.04,NA,NA,0,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4752,7/16/2016 23:51,11:51:00 PM,3677874660,1,75,23.89,69.1,82,5.8,2.59,5.17,160252.99,160.25,0.08,NA,South,10,30.08,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4755,7/17/2016 2:51,2:51:00 AM,3677885460,1,75,23.89,69.1,82,3.5,1.56,3.12,35214.89,35.21,0.02,NA,South,10,30.06,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4767,7/17/2016 14:51,2:51:00 PM,3677928660,1,84.9,29.39,69.1,59,15,6.71,13.38,2000000,2000,1,NA,South,10,30.09,NA,88.8,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4768,7/17/2016 15:51,3:51:00 PM,3677932260,1,84,28.89,70,63,17.3,7.73,15.43,2000000,2000,1,NA,South,10,30.09,NA,88.4,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4769,7/17/2016 16:51,4:51:00 PM,3677935860,1,82.9,28.28,70,65,18.4,8.23,16.41,2000000,2000,1,NA,South,10,30.08,NA,87,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4770,7/17/2016 17:51,5:51:00 PM,3677939460,1,82.9,28.28,72,69,15,6.71,13.38,2000000,2000,1,NA,South,10,30.08,NA,88,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4771,7/17/2016 18:51,6:51:00 PM,3677943060,1,80.1,26.72,73.9,81,13.8,6.17,12.31,2000000,2000,1,NA,South,10,30.08,NA,84.5,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4772,7/17/2016 19:51,7:51:00 PM,3677946660,1,80.1,26.72,73.9,81,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,30.09,NA,84.5,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4789,7/18/2016 12:51,12:51:00 PM,3678007860,1,89.1,31.72,70,53,13.8,6.17,12.31,2000000,2000,1,NA,South,10,30.07,NA,94.1,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4790,7/18/2016 13:51,1:51:00 PM,3678011460,1,88,31.11,72,59,16.1,7.2,14.36,2000000,2000,1,NA,South,10,30.05,NA,94.7,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4791,7/18/2016 14:51,2:51:00 PM,3678015060,1,86,30,72,63,16.1,7.2,14.36,2000000,2000,1,NA,South,10,30.02,NA,92.2,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4792,7/18/2016 15:51,3:51:00 PM,3678018660,1,84.9,29.39,73,67,13.8,6.17,12.31,2000000,2000,1,NA,South,10,30.01,NA,91.4,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4793,7/18/2016 16:51,4:51:00 PM,3678022260,1,82.9,28.28,73,72,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,South,10,30.01,NA,88.8,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4836,7/20/2016 11:51,11:51:00 AM,3678177060,1,79,26.11,52,39,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,30.23,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4837,7/20/2016 12:51,12:51:00 PM,3678180660,1,80.1,26.72,52,38,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,30.22,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4838,7/20/2016 13:51,1:51:00 PM,3678184260,1,79,26.11,51.1,38,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,South,10,30.21,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4839,7/20/2016 14:51,2:51:00 PM,3678187860,1,80.1,26.72,51.1,36,13.8,6.17,12.31,2000000,2000,1,NA,South,10,30.19,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4840,7/20/2016 15:51,3:51:00 PM,3678191460,1,80.1,26.72,52,38,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,South,10,30.18,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4841,7/20/2016 16:51,4:51:00 PM,3678195060,1,79,26.11,55,44,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,South,10,30.16,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4842,7/20/2016 17:51,5:51:00 PM,3678198660,1,78.8,26,55.4,44,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,South,10,30.15,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4843,7/20/2016 18:51,6:51:00 PM,3678202260,1,77,25,55.9,48,9.2,4.11,8.21,639566.42,639.57,0.32,NA,South,10,30.15,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4844,7/20/2016 19:51,7:51:00 PM,3678205860,1,75.9,24.39,59,56,6.9,3.08,6.15,269817.08,269.82,0.13,NA,South,10,30.17,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4845,7/20/2016 20:51,8:51:00 PM,3678209460,1,73.9,23.28,59,59,6.9,3.08,6.15,269817.08,269.82,0.13,NA,South,10,30.17,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4846,7/20/2016 21:51,9:51:00 PM,3678213060,1,73,22.78,60.1,64,8.1,3.62,7.22,436492.95,436.49,0.22,NA,South,10,30.18,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4859,7/21/2016 10:51,10:51:00 AM,3678259860,1,81,27.22,64.9,58,9.2,4.11,8.21,639566.42,639.57,0.32,NA,South,10,30.16,NA,82.7,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4860,7/21/2016 11:51,11:51:00 AM,3678263460,1,82.9,28.28,61,47,13.8,6.17,12.31,2000000,2000,1,NA,South,10,30.16,NA,83.3,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4861,7/21/2016 12:51,12:51:00 PM,3678267060,1,82.9,28.28,66,56,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,South,10,30.14,NA,85,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4862,7/21/2016 13:51,1:51:00 PM,3678270660,1,84,28.89,66,55,16.1,7.2,14.36,2000000,2000,1,NA,South,10,30.13,NA,86.3,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4863,7/21/2016 14:51,2:51:00 PM,3678274260,1,82.9,28.28,66.9,58,18.4,8.23,16.41,2000000,2000,1,NA,South,10,30.13,NA,85.4,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4864,7/21/2016 15:51,3:51:00 PM,3678277860,1,82.9,28.28,64,53,20.7,9.25,18.46,2000000,2000,1,27.6,South,10,30.1,NA,84.4,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4865,7/21/2016 16:51,4:51:00 PM,3678281460,1,82,27.78,63,52,23,10.28,20.52,2000000,2000,1,27.6,South,10,30.09,NA,83.1,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4866,7/21/2016 17:51,5:51:00 PM,3678285060,1,81,27.22,63,54,24.2,10.82,21.59,2000000,2000,1,31.1,South,10,30.08,NA,82.2,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4867,7/21/2016 18:51,6:51:00 PM,3678288660,1,79,26.11,63,58,21.9,9.79,19.53,2000000,2000,1,NA,South,10,30.06,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4868,7/21/2016 19:51,7:51:00 PM,3678292260,1,77,25,64.9,66,24.2,10.82,21.59,2000000,2000,1,31.1,South,10,30.06,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4869,7/21/2016 20:51,8:51:00 PM,3678295860,1,75.9,24.39,69.1,79,24.2,10.82,21.59,2000000,2000,1,NA,South,10,30.06,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4886,7/22/2016 13:51,1:51:00 PM,3678357060,1,88,31.11,70,55,16.1,7.2,14.36,2000000,2000,1,NA,South,10,29.9,NA,92.9,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4888,7/22/2016 15:51,3:51:00 PM,3678364260,1,88,31.11,70,55,15,6.71,13.38,2000000,2000,1,NA,South,10,29.85,NA,92.9,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4889,7/22/2016 16:51,4:51:00 PM,3678367860,1,88,31.11,70,55,15,6.71,13.38,2000000,2000,1,NA,South,10,29.83,NA,92.9,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4890,7/22/2016 17:51,5:51:00 PM,3678371460,1,84.9,29.39,70,61,20.7,9.25,18.46,2000000,2000,1,NA,South,10,29.82,NA,89.4,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4892,7/22/2016 19:51,7:51:00 PM,3678378660,1,82.9,28.28,70,65,13.8,6.17,12.31,2000000,2000,1,NA,South,10,29.81,NA,87,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4932,7/24/2016 11:51,11:51:00 AM,3678522660,1,89.1,31.72,60.1,38,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,South,10,29.98,NA,88.8,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4934,7/24/2016 13:51,1:51:00 PM,3678529860,1,86,30,61,43,13.8,6.17,12.31,2000000,2000,1,NA,South,10,29.98,NA,86.1,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4935,7/24/2016 14:51,2:51:00 PM,3678533460,1,84,28.89,63,49,19.6,8.76,17.48,2000000,2000,1,NA,South,10,29.97,NA,84.9,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4936,7/24/2016 15:51,3:51:00 PM,3678537060,1,84,28.89,64,51,15,6.71,13.38,2000000,2000,1,NA,South,10,29.96,NA,85.4,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4937,7/24/2016 16:51,4:51:00 PM,3678540660,1,82,27.78,66,58,18.4,8.23,16.41,2000000,2000,1,26.5,South,10,29.95,NA,84.1,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4938,7/24/2016 17:51,5:51:00 PM,3678544260,1,82,27.78,64.9,56,21.9,9.79,19.53,2000000,2000,1,NA,South,10,29.95,NA,83.8,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4939,7/24/2016 18:51,6:51:00 PM,3678547860,1,79,26.11,68,69,18.4,8.23,16.41,2000000,2000,1,NA,South,10,29.95,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4940,7/24/2016 19:51,7:51:00 PM,3678551460,1,78.1,25.61,69.1,74,17.3,7.73,15.43,2000000,2000,1,NA,South,10,29.96,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4941,7/24/2016 20:51,8:51:00 PM,3678555060,1,78.1,25.61,71.1,79,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,South,10,29.97,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4942,7/24/2016 21:51,9:51:00 PM,3678558660,1,77,25,71.1,82,13.8,6.17,12.31,2000000,2000,1,NA,South,10,29.98,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4943,7/24/2016 22:51,10:51:00 PM,3678562260,1,75.9,24.39,70,82,6.9,3.08,6.15,269817.08,269.82,0.13,NA,South,10,29.99,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4944,7/24/2016 23:51,11:51:00 PM,3678565860,1,75,23.89,70,84,5.8,2.59,5.17,160252.99,160.25,0.08,NA,South,10,29.98,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4945,7/25/2016 0:51,12:51:00 AM,3678569460,1,75,23.89,70,84,4.6,2.06,4.1,79945.8,79.95,0.04,NA,South,10,29.97,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4948,7/25/2016 3:51,3:51:00 AM,3678580260,1,75.9,24.39,68,76,5.8,2.59,5.17,160252.99,160.25,0.08,NA,South,10,29.96,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4952,7/25/2016 7:51,7:51:00 AM,3678594660,1,78.1,25.61,73,84,6.9,3.08,6.15,269817.08,269.82,0.13,NA,South,10,29.95,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4953,7/25/2016 8:51,8:51:00 AM,3678598260,1,77,25,72,84,13.8,6.17,12.31,2000000,2000,1,NA,South,10,29.96,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4954,7/25/2016 9:51,9:51:00 AM,3678601860,1,77,25,71.1,82,15,6.71,13.38,2000000,2000,1,NA,South,10,29.96,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4957,7/25/2016 12:51,12:51:00 PM,3678612660,1,84,28.89,72,67,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,South,10,29.92,NA,89.6,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4958,7/25/2016 13:51,1:51:00 PM,3678616260,1,84,28.89,71.1,65,9.2,4.11,8.21,639566.42,639.57,0.32,NA,South,10,29.91,NA,89,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4960,7/25/2016 15:51,3:51:00 PM,3678623460,1,86,30,73,65,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,South,10,29.84,NA,93,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5004,7/27/2016 11:51,11:51:00 AM,3678781860,1,84.9,29.39,62.1,46,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,29.96,NA,85.4,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5005,7/27/2016 12:51,12:51:00 PM,3678785460,1,84,28.89,63,49,9.2,4.11,8.21,639566.42,639.57,0.32,NA,South,10,29.96,NA,84.9,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5006,7/27/2016 13:51,1:51:00 PM,3678789060,1,84.9,29.39,63,48,9.2,4.11,8.21,639566.42,639.57,0.32,NA,South,10,29.94,NA,85.9,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5007,7/27/2016 14:51,2:51:00 PM,3678792660,1,87.1,30.61,62.1,43,9.2,4.11,8.21,639566.42,639.57,0.32,NA,South,10,29.93,NA,87.5,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
5009,7/27/2016 16:51,4:51:00 PM,3678799860,1,84.9,29.39,64,49,15,6.71,13.38,2000000,2000,1,NA,South,10,29.91,NA,86.1,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5010,7/27/2016 17:51,5:51:00 PM,3678803460,1,82.9,28.28,66.9,58,16.1,7.2,14.36,2000000,2000,1,NA,South,10,29.9,NA,85.4,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5011,7/27/2016 18:51,6:51:00 PM,3678807060,1,81,27.22,66.9,62,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,29.9,NA,83.3,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5018,7/28/2016 1:51,1:51:00 AM,3678832260,1,75.9,24.39,73.9,94,6.9,3.08,6.15,269817.08,269.82,0.13,NA,South,10,29.92,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5019,7/28/2016 2:51,2:51:00 AM,3678835860,1,75,23.89,73,94,5.8,2.59,5.17,160252.99,160.25,0.08,NA,South,9,29.92,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5023,7/28/2016 6:51,6:51:00 AM,3678850260,1,77,25,73.9,90,3.5,1.56,3.12,35214.89,35.21,0.02,NA,South,6,29.92,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
5024,7/28/2016 7:51,7:51:00 AM,3678853860,1,79,26.11,73.9,84,3.5,1.56,3.12,35214.89,35.21,0.02,NA,South,6,29.93,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0,5
5025,7/28/2016 8:51,8:51:00 AM,3678857460,1,81,27.22,73.9,79,3.5,1.56,3.12,35214.89,35.21,0.02,NA,South,6,29.93,NA,86.2,NA,NA,NA,Haze,0,0,0,0,0,0,5
5027,7/28/2016 10:51,10:51:00 AM,3678864660,1,84.9,29.39,73,67,9.2,4.11,8.21,639566.42,639.57,0.32,NA,South,9,29.93,NA,91.4,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5028,7/28/2016 11:51,11:51:00 AM,3678868260,1,84.9,29.39,72,65,9.2,4.11,8.21,639566.42,639.57,0.32,NA,South,10,29.91,NA,90.7,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5029,7/28/2016 12:51,12:51:00 PM,3678871860,1,87.1,30.61,71.1,59,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,29.91,NA,92.8,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
5030,7/28/2016 13:51,1:51:00 PM,3678875460,1,86,30,71.1,61,10.4,4.65,9.28,923894.09,923.89,0.46,NA,South,10,29.88,NA,91.5,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5032,7/28/2016 15:51,3:51:00 PM,3678882660,1,82.9,28.28,73,72,16.1,7.2,14.36,2000000,2000,1,NA,South,10,29.88,NA,88.8,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5033,7/28/2016 16:51,4:51:00 PM,3678886260,1,82.9,28.28,75,77,16.1,7.2,14.36,2000000,2000,1,NA,South,10,29.87,NA,90.2,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5058,7/29/2016 17:51,5:51:00 PM,3678976260,1,79,26.11,69.1,72,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,South,10,29.86,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5059,7/29/2016 18:51,6:51:00 PM,3678979860,1,77,25,69.1,76,9.2,4.11,8.21,639566.42,639.57,0.32,NA,South,10,29.88,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5060,7/29/2016 19:51,7:51:00 PM,3678983460,1,75.9,24.39,70,82,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,South,10,29.9,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
5061,7/29/2016 20:51,8:51:00 PM,3678987060,1,75.9,24.39,69.1,79,8.1,3.62,7.22,436492.95,436.49,0.22,NA,South,10,29.9,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
5062,7/29/2016 21:51,9:51:00 PM,3678990660,1,75,23.89,69.1,82,6.9,3.08,6.15,269817.08,269.82,0.13,NA,South,10,29.92,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5082,7/30/2016 17:51,5:51:00 PM,3679062660,1,75.9,24.39,73,91,9.2,4.11,8.21,639566.42,639.57,0.32,NA,South,5,30.03,NA,NA,0.09,NA,NA,Light Rain,0,1,0,0,0,0,5
5083,7/30/2016 18:51,6:51:00 PM,3679066260,1,75.9,24.39,72,87,9.2,4.11,8.21,639566.42,639.57,0.32,NA,South,8,30.04,NA,NA,0.05,NA,NA,Light Rain,0,1,0,0,0,0,5
5196,8/4/2016 11:51,11:51:00 AM,3679473060,1,78.1,25.61,64.9,64,8.1,3.62,7.22,436492.95,436.49,0.22,NA,South,10,30.18,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5198,8/4/2016 13:51,1:51:00 PM,3679480260,1,79,26.11,66.9,66,9.2,4.11,8.21,639566.42,639.57,0.32,16.1,South,10,30.17,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
